3.14148, 1000, 100000, 1, 55.2095
3.14163, 1000, 100000, 1, 55.1157
3.14156, 1000, 100000, 1, 55.1155
3.14167, 1000, 100000, 1, 55.1061
3.1415, 1000, 100000, 1, 55.1285
3.1415, 1000, 100000, 1, 55.1071
3.14152, 1000, 100000, 1, 55.1147
3.14179, 1000, 100000, 1, 55.1157
3.14136, 1000, 100000, 1, 55.1038
3.1416, 1000, 100000, 1, 55.112
3.14163, 1000, 100000, 2, 27.907
3.14168, 1000, 100000, 2, 27.8429
3.14136, 1000, 100000, 2, 27.8172
3.14157, 1000, 100000, 2, 27.775
3.14162, 1000, 100000, 2, 27.7871
3.14135, 1000, 100000, 2, 27.7335
3.14137, 1000, 100000, 2, 27.8512
3.14134, 1000, 100000, 2, 27.7959
3.14147, 1000, 100000, 2, 27.813
3.14146, 1000, 100000, 2, 27.9152
3.14161, 1000, 100000, 3, 19.2671
3.14176, 1000, 100000, 3, 19.2493
3.14155, 1000, 100000, 3, 19.2419
3.14164, 1000, 100000, 3, 19.3064
3.14133, 1000, 100000, 3, 19.2302
3.14154, 1000, 100000, 3, 19.2273
3.14141, 1000, 100000, 3, 19.2613
3.14181, 1000, 100000, 3, 19.2292
3.14136, 1000, 100000, 3, 19.2584
3.14131, 1000, 100000, 3, 19.2407
3.14134, 1000, 100000, 4, 14.5247
3.14173, 1000, 100000, 4, 14.48
3.14136, 1000, 100000, 4, 14.4703
3.14162, 1000, 100000, 4, 14.4786
3.14164, 1000, 100000, 4, 14.4867
3.14131, 1000, 100000, 4, 14.4892
3.14155, 1000, 100000, 4, 14.4834
3.14144, 1000, 100000, 4, 14.4844
3.14128, 1000, 100000, 4, 14.4694
3.14156, 1000, 100000, 4, 14.5011
3.14143, 1000, 100000, 5, 12.0893
3.14162, 1000, 100000, 5, 12.0632
3.14152, 1000, 100000, 5, 12.0653
3.14157, 1000, 100000, 5, 12.055
3.14176, 1000, 100000, 5, 12.061
3.14148, 1000, 100000, 5, 12.0659
3.14175, 1000, 100000, 5, 12.0711
3.14138, 1000, 100000, 5, 12.0439
3.14172, 1000, 100000, 5, 12.0697
3.14158, 1000, 100000, 5, 12.0445
3.14142, 1000, 100000, 6, 10.0986
3.14145, 1000, 100000, 6, 10.0514
3.14142, 1000, 100000, 6, 10.0402
3.14144, 1000, 100000, 6, 10.0449
3.14124, 1000, 100000, 6, 10.0477
3.14167, 1000, 100000, 6, 10.0582
3.14114, 1000, 100000, 6, 10.0447
3.14166, 1000, 100000, 6, 10.0394
3.14152, 1000, 100000, 6, 10.0425
3.1418, 1000, 100000, 6, 10.0401
3.14167, 1000, 100000, 7, 8.98989
3.14124, 1000, 100000, 7, 8.97578
3.14134, 1000, 100000, 7, 9.00205
3.14164, 1000, 100000, 7, 8.96814
3.14154, 1000, 100000, 7, 8.97662
3.1417, 1000, 100000, 7, 8.98641
3.14134, 1000, 100000, 7, 8.98151
3.14164, 1000, 100000, 7, 8.96958
3.14142, 1000, 100000, 7, 8.98684
3.14141, 1000, 100000, 7, 8.99445
3.14129, 1000, 100000, 8, 7.89194
3.14177, 1000, 100000, 8, 7.86417
3.1417, 1000, 100000, 8, 7.86898
3.14141, 1000, 100000, 8, 7.86819
3.14135, 1000, 100000, 8, 7.86074
3.14159, 1000, 100000, 8, 7.87201
3.14184, 1000, 100000, 8, 7.87064
3.14141, 1000, 100000, 8, 7.89351
3.14157, 1000, 100000, 8, 7.86372
3.14168, 1000, 100000, 8, 7.86019
